date,open,high,low,close,volume
2022-12-21,63.07,64.05,63.07,63.8,10411288
2022-12-22,63.42,63.59,62.645,63.34,9668107
2022-12-23,63.5,63.87,63.2,63.82,6463261
2022-12-27,63.93,64.29,63.71,64.21,7320717
2022-12-28,64.46,64.65,63.485,63.57,7159417
2022-12-29,63.8,64.15,63.7,63.95,7169256
2022-12-30,63.92,63.92,63.17,63.61,7650228
2023-01-03,63.56,63.56,62.175,62.95,12180507
2023-01-04,63.15,63.3294,62.511,62.92,13387923
2023-01-05,62.6,62.8,62.08,62.2,9814674
2023-01-06,62.91,63.67,62.58,63.4,9989986
2023-01-09,63.3,63.72,62.575,62.61,9442623
2023-01-10,62.6,62.73,61.92,62.13,10134605
2023-01-11,62.38,62.56,61.411,62.01,10822997
2023-01-12,62.11,62.18,60.97,61.21,13907327
2023-01-13,60.7,61.46,60.585,61.43,13986356
2023-01-17,61.73,62.38,61.56,61.68,18327779
2023-01-18,61.51,61.59,59.6817,59.81,19679436
2023-01-19,59.725,60.64,59.705,59.72,14894455
2023-01-20,59.72,60.09,59.4,60.08,14237702
2023-01-23,60.28,60.565,60.05,60.23,12613428
2023-01-24,60.08,63.26,59.8,60.55,10103314
2023-01-25,60.2,60.94,59.885,60.93,11265844
2023-01-26,60.81,61.095,60.57,60.81,11884834
2023-01-27,60.84,60.96,60.37,60.49,14087038
2023-01-30,60.54,61.17,60.46,60.64,15632006
2023-01-31,60.98,61.34,60.51,61.32,14344379
2023-02-01,61.14,61.58,60.62,61.33,12535439
2023-02-02,60.8,61.02,59.91,60.28,16947223
2023-02-03,60.35,60.42,59.23,59.83,15404440
2023-02-06,59.79,60.34,59.72,60.17,11330897
2023-02-07,59.67,60.24,59.535,60.07,14922741
2023-02-08,59.92,59.92,59.59,59.72,11012019
2023-02-09,60.15,60.32,59.595,59.62,12515309
2023-02-10,59.72,59.9,58.88,59.62,14420655
2023-02-13,59.9,60.76,59.73,60.6,16191786
2023-02-14,60.21,60.9,59.56,59.59,20505679
2023-02-15,59.9,59.93,59.225,59.59,13172697
2023-02-16,59.23,59.82,58.95,59.22,16538284
2023-02-17,59.5,60.23,59.38,60.12,16814652
2023-02-21,59.99,60.23,59.72,59.8,14278307
2023-02-22,59.85,60.36,59.7539,59.98,12409562
2023-02-23,60.01,60.42,59.81,60.09,12222827
2023-02-24,59.68,59.91,59.385,59.84,9736249
2023-02-27,60.18,60.3,59.74,59.82,8849821
2023-02-28,59.7,59.7,59.14,59.51,16082218
2023-03-01,59.13,59.18,58.37,58.86,13275810
2023-03-02,58.84,59.78,58.8,59.72,11772110
2023-03-03,59.55,59.68,59.205,59.44,13101766
2023-03-06,59.26,60.375,59.215,60.36,16282678
2023-03-07,60.49,60.57,59.75,60.01,13961203
2023-03-08,60.04,60.325,59.725,60.04,10851578
2023-03-09,60.54,60.54,59.275,59.46,13900858
2023-03-10,59.7,60.14,58.99,59.21,13745841
2023-03-13,59.29,60.87,59.25,59.81,21956014
2023-03-14,60.0,60.455,59.35,60.03,19496899
2023-03-15,59.43,60.475,59.24,59.97,21089906
2023-03-16,60.09,60.335,59.7,60.3,15658974
2023-03-17,60.31,60.35,59.635,60.02,27351227
2023-03-20,60.16,60.6,59.97,60.6,12904123
2023-03-21,60.57,60.75,59.88,60.32,13716475
2023-03-22,60.4,60.87,60.03,60.05,10494213
2023-03-23,60.09,60.39,59.72,59.92,15478995
2023-03-24,60.25,61.015,59.91,60.9,12977607
2023-03-27,61.14,61.48,60.95,61.35,12777402
2023-03-28,61.39,61.74,61.27,61.42,10925739
2023-03-29,61.72,61.95,61.59,61.86,9441019
2023-03-30,61.88,62.09,61.66,61.85,9870659
2023-03-31,62.06,62.25,61.87,62.03,14440888
2023-04-03,62.3,62.52,61.86,62.4,12300660
2023-04-04,62.39,62.74,62.075,62.21,11433404
2023-04-05,62.53,63.02,62.5,62.8,12789554
2023-04-06,62.86,63.0399,62.38,62.84,9644204
2023-04-10,62.49,62.69,62.02,62.69,7952575
2023-04-11,62.65,62.71,62.4,62.58,9913049
2023-04-12,62.48,63.03,62.31,62.69,9593704
2023-04-13,62.76,63.16,62.48,63.15,9871424
2023-04-14,63.05,63.15,62.775,63.05,8946011
2023-04-17,63.32,63.53,63.1401,63.46,9452394
2023-04-18,63.51,63.6,63.19,63.56,9035679
2023-04-19,63.73,63.83,63.425,63.68,9769543
2023-04-20,63.63,64.0,63.44,63.96,10706385
2023-04-21,64.0,64.27,63.8,64.05,12931095
2023-04-24,64.75,64.99,63.6237,63.95,15532266
2023-04-25,64.17,64.17,63.63,63.85,12818860
2023-04-26,63.56,63.77,63.39,63.55,13179560
2023-04-27,63.53,63.76,63.1141,63.68,13795824
2023-04-28,63.61,64.16,63.48,64.15,13687621
2023-05-01,64.15,64.69,64.06,64.3,9091540
2023-05-02,64.14,64.14,63.27,64.01,10948420
2023-05-03,64.02,64.18,63.58,63.65,11084594
2023-05-04,63.74,63.93,63.51,63.72,11938308
2023-05-05,63.64,64.205,63.63,64.02,9039023
2023-05-08,63.81,64.055,63.61,63.92,7240719
2023-05-09,63.64,63.75,63.28,63.39,9067653
2023-05-10,63.32,63.64,62.99,63.5,10134026
2023-05-11,63.58,63.93,63.01,63.86,9581525
2023-05-12,63.86,64.19,63.7,64.11,8740752
2023-05-15,64.22,64.25,63.71,63.94,8149993
2023-05-16,63.895,63.895,63.16,63.22,9130361
2023-05-17,63.4,63.42,62.73,63.15,11582953
2023-05-18,63.01,63.04,62.57,62.8,13595053
2023-05-19,63.04,63.1,62.605,62.83,14251355
2023-05-22,62.785,62.865,61.44,61.51,15055371
2023-05-23,61.51,61.67,61.17,61.4,13932724
2023-05-24,61.38,61.43,60.72,60.88,11090129
2023-05-25,60.47,60.73,60.15,60.41,14463630
2023-05-26,60.45,60.64,60.11,60.26,12570281
2023-05-30,60.09,60.195,59.52,59.78,15634206
2023-05-31,59.92,60.28,59.365,59.66,59432166
2023-06-01,59.94,60.165,59.77,60.0,13402678
2023-06-02,60.27,61.32,60.08,61.16,15259845
2023-06-05,61.0,61.44,60.5548,61.16,12915645
2023-06-06,60.95,60.99,60.1244,60.31,10943523
2023-06-07,60.01,60.355,59.82,60.22,16817908
2023-06-08,60.13,60.405,59.98,60.37,15589981
2023-06-09,60.27,60.6667,60.17,60.47,12582572
2023-06-12,60.59,60.65,60.02,60.21,14220955
2023-06-13,60.21,60.67,60.04,60.45,13397782
2023-06-14,60.73,61.08,60.6,60.4,14099675
2023-06-15,60.61,61.2985,60.34,61.23,15271390
2023-06-16,61.6,62.17,61.48,61.67,26737982
2023-06-20,61.59,61.96,61.24,61.26,13973440
2023-06-21,61.31,61.7199,60.98,61.43,13948672
2023-06-22,61.81,62.1,61.585,61.85,15194155
2023-06-23,61.94,61.97,61.18,61.2,25112061
2023-06-26,61.205,61.29,60.39,61.22,12856073
2023-06-27,61.22,61.36,60.98,61.09,9068545
2023-06-28,60.88,61.04,60.4,60.52,11173182
2023-06-29,60.22,60.35,59.765,60.02,17142305
2023-06-30,60.0,60.35,59.87,60.22,19739193
2023-07-03,60.2,60.63,60.03,60.58,9694520
2023-07-05,60.28,61.1,60.16,61.03,14717678
2023-07-06,60.73,61.02,60.5,60.56,12604354
2023-07-07,60.31,60.495,59.73,59.76,14573961
2023-07-10,59.97,60.15,59.14,59.31,15480649
2023-07-11,59.46,59.56,58.84,59.52,15970131
2023-07-12,59.75,60.05,59.445,59.84,14241274
2023-07-13,60.12,60.46,59.98,60.35,11269754
2023-07-14,60.14,61.04,60.09,60.9,11634211
2023-07-17,60.76,61.1,60.49,60.81,10015422
2023-07-18,60.96,61.2488,60.41,60.57,11152930
2023-07-19,60.77,61.79,60.68,61.64,12936044
2023-07-20,61.68,62.41,61.67,62.39,11563020
2023-07-21,62.46,62.68,62.24,62.44,12815069
2023-07-24,62.42,62.81,62.4,62.46,10251135
2023-07-25,62.3,62.39,62.045,62.25,13422655
2023-07-26,61.86,63.17,61.39,63.05,17145517
2023-07-27,63.05,63.265,62.38,62.44,11517112
2023-07-28,62.585,62.77,62.2207,62.48,9723263
2023-07-31,62.45,62.45,61.73,61.93,15584503
2023-08-01,62.09,62.36,61.62,61.77,9283438
2023-08-02,61.56,62.585,61.56,61.96,11061082
2023-08-03,61.87,62.12,61.525,61.64,8039062
2023-08-04,61.68,61.89,60.62,60.71,9359298
2023-08-07,60.79,61.329,60.74,61.19,6982647
2023-08-08,61.19,61.35,60.62,60.92,7956064
2023-08-09,60.91,61.63,60.75,61.06,7904067
2023-08-10,61.35,61.73,60.79,60.92,7870314
2023-08-11,60.84,61.1982,60.69,61.17,8483912
2023-08-14,61.32,61.48,60.75,60.88,7176291
2023-08-15,60.69,60.8999,60.37,60.47,7187444
2023-08-16,60.54,60.82,60.4,60.48,8372266
2023-08-17,60.58,61.02,60.45,60.61,12873497
2023-08-18,60.54,61.085,60.37,60.95,11083770
2023-08-21,60.86,60.93,60.3206,60.43,8648519
2023-08-22,60.34,60.575,59.975,60.06,9412208
2023-08-23,60.2,60.435,60.16,60.27,7749490
2023-08-24,60.27,60.88,60.09,60.11,8955130
2023-08-25,60.41,60.57,60.01,60.39,7629222
2023-08-28,60.55,60.725,60.3692,60.56,6254255
2023-08-29,60.56,60.63,60.15,60.5,8189592
2023-08-30,60.64,60.74,60.2941,60.47,9447912
2023-08-31,60.3,60.47,59.805,59.83,14663458
2023-09-01,60.0,60.13,59.12,59.31,11262277
2023-09-05,59.25,59.32,58.67,58.82,12474644
2023-09-06,58.62,58.83,58.42,58.78,13923548
2023-09-07,58.95,59.16,58.3,58.33,17628594
2023-09-08,58.3,58.41,58.01,58.33,14332807
2023-09-11,58.4,58.99,58.225,58.88,14767420
2023-09-12,58.99,59.0,58.19,58.3,12292724
2023-09-13,58.4,58.68,58.34,57.98,12641370
2023-09-14,58.24,58.59,58.19,58.46,12311576
2023-09-15,58.41,58.635,57.75,57.94,55727509
2023-09-18,57.98,58.3499,57.63,58.3,13617370
2023-09-19,58.26,58.39,57.92,58.18,12000086
2023-09-20,58.3,58.83,58.08,58.44,14767923
2023-09-21,58.37,58.42,57.42,57.54,15945821
2023-09-22,57.85,57.965,57.5,57.6,14645394
2023-09-25,57.4,57.485,56.74,57.0,12358824
2023-09-26,56.73,56.895,56.4,56.53,11194700
2023-09-27,56.42,56.53,55.68,55.95,13766301
2023-09-28,56.23,56.32,55.7,55.81,12484769
2023-09-29,56.14,56.27,55.615,55.98,12271561
2022-10-03,138.21,143.07,137.685,142.45,114311663
2022-10-04,145.03,146.22,144.26,146.1,87830064
2022-10-05,144.075,147.38,143.01,146.4,79470968
2022-10-06,145.81,147.54,145.22,145.43,68402169
2022-10-07,142.54,143.1,139.445,140.09,85925559
2022-10-10,140.42,141.89,138.5729,140.42,74899002
2022-10-11,139.9,141.35,138.22,138.98,77033672
2022-10-12,139.13,140.36,138.16,138.34,70433744
2022-10-13,134.99,143.59,134.37,142.99,113223975
2022-10-14,144.31,144.52,138.19,138.38,88597969
2022-10-17,141.065,142.9,140.27,142.41,85250939
2022-10-18,145.49,146.7,140.61,143.75,99136610
2022-10-19,141.69,144.9492,141.5,143.86,61758340
2022-10-20,143.02,145.89,142.65,143.39,64521989
2022-10-21,142.87,147.8479,142.649,147.27,86548609
2022-10-24,147.185,150.23,146.0,149.45,75981918
2022-10-25,150.09,152.49,149.36,152.34,74732290
2022-10-26,150.96,151.99,148.04,149.35,88436172
2022-10-27,148.07,149.046,144.13,144.8,109180150
2022-10-28,148.2,157.5,147.82,155.74,164762370
2022-10-31,153.155,154.24,151.92,153.34,97943171
2022-11-01,155.08,155.45,149.13,150.65,80379345
2022-11-02,148.945,152.17,145.0,145.03,93604623
2022-11-03,142.06,142.8,138.75,138.88,97918516
2022-11-04,142.09,142.67,134.38,138.38,140814800
2022-11-07,137.11,139.145,135.671,138.92,83374628
2022-11-08,140.41,141.43,137.49,139.5,89908477
2022-11-09,138.5,138.55,134.5933,134.87,74917794
2022-11-10,141.24,146.87,139.5,146.87,118854028
2022-11-11,145.82,150.01,144.37,149.7,93979665
2022-11-14,148.97,150.28,147.43,148.28,73374114
2022-11-15,152.215,153.59,148.5613,150.04,89868332
2022-11-16,149.13,149.87,147.29,148.79,64218266
2022-11-17,146.43,151.48,146.15,150.72,80389400
2022-11-18,152.305,152.7,149.97,151.29,74829573
2022-11-21,150.16,150.37,147.715,148.01,58724070
2022-11-22,148.13,150.42,146.925,150.18,51804132
2022-11-23,149.45,151.83,149.34,151.07,58301395
2022-11-25,148.305,148.88,147.12,148.11,35195860
2022-11-28,145.14,146.64,143.38,144.22,69346522
2022-11-29,144.29,144.81,140.355,141.17,83763803
2022-11-30,141.395,148.72,140.55,148.03,111380880
2022-12-01,148.21,149.13,146.61,148.31,71250416
2022-12-02,145.96,148.0,145.65,147.81,65447446
2022-12-05,147.77,150.9199,145.77,146.63,68826442
2022-12-06,147.075,147.3,141.92,142.91,64727186
2022-12-07,142.19,143.37,140.0,140.94,69721094
2022-12-08,142.36,143.52,141.1,142.65,62128338
2022-12-09,142.34,145.57,140.9,142.16,76097011
2022-12-12,142.7,144.5,141.06,144.49,70462654
2022-12-13,149.5,149.9692,144.24,145.47,93886161
2022-12-14,145.35,146.655,141.16,143.21,82291182
2022-12-15,141.11,141.8,136.025,136.5,98931907
2022-12-16,136.685,137.65,133.73,134.51,160156900
2022-12-19,135.11,135.2,131.32,132.37,79592614
2022-12-20,131.39,133.25,129.89,132.3,77432819
2022-12-21,132.98,136.81,132.75,135.45,85927993
2022-12-22,134.352,134.56,130.3,132.23,77852108
2022-12-23,130.92,132.415,129.64,131.86,63814893
2022-12-27,131.38,131.41,128.72,130.03,69007830
2022-12-28,129.67,131.0275,125.87,126.04,85438391
2022-12-29,127.99,130.4814,127.73,129.61,75703710
2022-12-30,128.41,129.95,127.43,129.93,77034209
2023-01-03,130.28,130.9,124.17,125.07,112117471
2023-01-04,126.89,128.6557,125.08,126.36,89113633
2023-01-05,127.13,127.77,124.76,125.02,80962708
2023-01-06,126.01,130.29,124.89,129.62,87754715
2023-01-09,130.465,133.41,129.89,130.15,70790813
2023-01-10,130.26,131.2636,128.12,130.73,63896155
2023-01-11,131.25,133.51,130.46,133.49,69458949
2023-01-12,133.88,134.26,131.44,133.41,71379648
2023-01-13,132.03,134.92,131.66,134.76,57809719
2023-01-17,134.83,137.29,134.13,135.94,63646627
2023-01-18,136.815,138.61,135.03,135.21,69672800
2023-01-19,134.08,136.25,133.77,135.27,58280413
2023-01-20,135.28,138.02,134.22,137.87,80223626
2023-01-23,138.12,143.315,137.9,141.11,81760313
2023-01-24,140.305,143.16,140.3,142.53,66435142
2023-01-25,140.89,142.43,138.81,141.86,65799349
2023-01-26,143.17,144.25,141.9,143.96,54105068
2023-01-27,143.155,147.23,143.08,145.93,70555843
2023-01-30,144.955,145.55,142.85,143.0,64015274
2023-01-31,142.7,144.34,142.28,144.29,65874459
2023-02-01,143.97,146.61,141.32,145.43,77663633
2023-02-02,148.9,151.18,148.17,150.82,118338980
2023-02-03,148.03,157.38,147.83,154.5,154357340
2023-02-06,152.575,153.1,150.78,151.73,69858306
2023-02-07,150.64,155.23,150.64,154.65,83322551
2023-02-08,153.88,154.58,151.168,151.92,64120079
2023-02-09,153.775,154.33,150.42,150.87,56007143
2023-02-10,149.46,151.3401,149.22,151.01,57450708
2023-02-13,150.952,154.26,150.92,153.85,62199013
2023-02-14,152.12,153.77,150.86,153.2,61707573
2023-02-15,153.11,155.5,152.88,155.33,65669252
2023-02-16,153.51,156.33,153.3475,153.71,68167942
2023-02-17,152.35,153.0,150.85,152.55,59144118
2023-02-21,150.2,151.3,148.405,148.48,58867230
2023-02-22,148.87,149.95,147.16,148.91,51011305
2023-02-23,150.09,150.34,147.24,149.4,48394249
2023-02-24,147.11,147.19,145.7202,146.71,55469606
2023-02-27,147.71,149.17,147.45,147.92,44998470
2023-02-28,147.05,149.08,146.83,147.41,50546998
2023-03-01,146.83,147.2285,145.01,145.31,55478991
2023-03-02,144.38,146.71,143.9,145.91,52279761
2023-03-03,148.045,151.11,147.33,151.03,70732297
2023-03-06,153.785,156.3,153.46,153.83,87558028
2023-03-07,153.7,154.0299,151.13,151.6,56182028
2023-03-08,152.81,153.47,151.83,152.87,47204791
2023-03-09,153.559,154.535,150.225,150.59,53833582
2023-03-10,150.21,150.94,147.6096,148.5,68572400
2023-03-13,147.805,153.14,147.7,150.47,84457122
2023-03-14,151.28,153.4,150.1,152.59,73695893
2023-03-15,151.19,153.245,149.92,152.99,77167866
2023-03-16,152.16,156.46,151.64,155.85,76254419
2023-03-17,156.08,156.74,154.28,155.0,98944633
2023-03-20,155.07,157.82,154.15,157.4,73641415
2023-03-21,157.32,159.4,156.54,159.28,73938285
2023-03-22,159.3,162.14,157.81,157.83,75701811
2023-03-23,158.83,161.5501,157.68,158.93,67622060
2023-03-24,158.86,160.34,157.85,160.25,59256343
2023-03-27,159.94,160.77,157.87,158.28,52390266
2023-03-28,157.97,158.49,155.98,157.65,45992152
2023-03-29,159.37,161.05,159.35,160.77,51305691
2023-03-30,161.53,162.47,161.271,162.36,49501689
2023-03-31,162.44,165.0,161.91,164.9,68749792
2023-04-03,164.27,166.29,164.22,166.17,56976187
2023-04-04,166.595,166.84,165.11,165.63,46278295
2023-04-05,164.74,165.05,161.8,163.76,51511744
2023-04-06,162.43,164.9584,162.0,164.66,45390123
2023-04-10,161.42,162.03,160.08,162.03,47716882
2023-04-11,162.35,162.36,160.51,160.8,47644217
2023-04-12,161.22,162.06,159.78,160.1,50133062
2023-04-13,161.63,165.8,161.42,165.56,68445649
2023-04-14,164.59,166.32,163.82,165.21,49386480
2023-04-17,165.09,165.39,164.03,165.23,41516217
2023-04-18,166.1,167.41,165.65,166.47,49923008
2023-04-19,165.8,168.16,165.54,167.63,47720166
2023-04-20,166.09,167.87,165.56,166.65,52456377
2023-04-21,165.05,166.4521,164.49,165.02,58337341
2023-04-24,165.0,165.6,163.89,165.33,41949581
2023-04-25,165.19,166.305,163.73,163.77,48714063
2023-04-26,163.055,165.28,162.8,163.76,45498796
2023-04-27,165.19,168.56,165.19,168.41,64902329
2023-04-28,168.49,169.85,167.8801,169.68,55275851
2023-05-01,169.28,170.45,168.64,169.59,52472936
2023-05-02,170.09,170.35,167.54,168.54,48425696
2023-05-03,169.5,170.92,167.16,167.45,65136018
2023-05-04,164.89,167.04,164.31,165.79,81235427
2023-05-05,170.975,174.3,170.76,173.57,113453171
2023-05-08,172.48,173.85,172.11,173.5,55962793
2023-05-09,173.05,173.54,171.6,171.77,45326874
2023-05-10,173.02,174.03,171.9,173.555,53724501
2023-05-11,173.85,174.59,172.17,173.75,49514676
2023-05-12,173.62,174.06,171.0,172.57,45533138
2023-05-15,173.16,173.21,171.47,172.07,37266659
2023-05-16,171.99,173.1383,171.7991,172.07,42110293
2023-05-17,171.71,172.925,170.4201,172.69,57951604
2023-05-18,173.0,175.24,172.58,175.05,65496657
2023-05-19,176.39,176.39,174.94,175.16,55809475
2023-05-22,173.98,174.71,173.45,174.2,43570932
2023-05-23,173.13,173.3794,171.275,171.56,50747263
2023-05-24,171.09,172.4183,170.52,171.84,45143488
2023-05-25,172.41,173.895,171.69,172.99,56058258
2023-05-26,173.32,175.77,173.11,175.43,54834975
2023-05-30,176.96,178.99,176.57,177.3,55964401
2023-05-31,177.325,179.35,176.76,177.25,99625288
2023-06-01,177.7,180.12,176.9306,180.09,68901809
2023-06-02,181.03,181.78,179.26,180.95,61996913
2023-06-05,182.63,184.951,178.035,179.58,121946497
2023-06-06,179.965,180.12,177.43,179.21,64848374
2023-06-07,178.44,181.21,177.32,177.82,61944615
2023-06-08,177.895,180.84,177.46,180.57,50214881
2023-06-09,181.5,182.23,180.63,180.96,48899973
2023-06-12,181.27,183.89,180.97,183.79,54754995
2023-06-13,182.8,184.15,182.44,183.31,54929129
2023-06-14,183.37,184.39,182.02,183.95,57462882
2023-06-15,183.96,186.52,183.78,186.01,65433166
2023-06-16,186.73,186.99,184.27,184.92,101256225
2023-06-20,184.41,186.1,184.41,185.01,49799092
2023-06-21,184.9,185.41,182.5901,183.96,49515697
2023-06-22,183.74,187.045,183.67,187.0,51245327
2023-06-23,185.55,187.56,185.01,186.68,53116996
2023-06-26,186.83,188.05,185.23,185.27,48088661
2023-06-27,185.89,188.39,185.67,188.06,50730846
2023-06-28,187.93,189.9,187.6,189.25,51216801
2023-06-29,189.08,190.07,188.94,189.59,46347308
2023-06-30,191.63,194.48,191.26,193.97,85213216
2023-07-03,193.78,193.88,191.76,192.46,31458198
2023-07-05,191.565,192.98,190.62,191.33,46920261
2023-07-06,189.84,192.02,189.2,191.81,45156009
2023-07-07,191.41,192.67,190.24,190.68,46814998
2023-07-10,189.26,189.99,187.035,188.61,59922163
2023-07-11,189.16,189.3,186.6,188.08,46638119
2023-07-12,189.68,191.7,188.47,189.77,60750248
2023-07-13,190.5,191.19,189.78,190.54,41342338
2023-07-14,190.23,191.1799,189.63,190.69,41616242
2023-07-17,191.9,194.32,191.81,193.99,50520159
2023-07-18,193.35,194.33,192.415,193.73,48353774
2023-07-19,193.1,198.23,192.65,195.1,80507323
2023-07-20,195.09,196.47,192.495,193.13,59581196
2023-07-21,194.1,194.97,191.23,191.94,71951683
2023-07-24,193.41,194.91,192.25,192.75,45505097
2023-07-25,193.33,194.44,192.915,193.62,37283201
2023-07-26,193.67,195.64,193.32,194.5,47471868
2023-07-27,196.02,197.2,192.55,193.22,47460180
2023-07-28,194.67,196.626,194.14,195.83,48291443
2023-07-31,196.06,196.49,195.26,196.45,38824113
2023-08-01,196.235,196.73,195.28,195.605,35281426
2023-08-02,195.04,195.18,191.8507,192.58,50389327
2023-08-03,191.57,192.37,190.69,191.17,62243282
2023-08-04,185.52,187.38,181.92,181.99,115956841
2023-08-07,182.13,183.13,177.35,178.85,97576069
2023-08-08,179.69,180.27,177.58,179.8,67823003
2023-08-09,180.87,180.93,177.01,178.19,60378492
2023-08-10,179.48,180.75,177.6,177.97,54686851
2023-08-11,177.32,178.62,176.55,177.79,52036672
2023-08-14,177.97,179.69,177.305,179.46,43675627
2023-08-15,178.88,179.48,177.05,177.45,43622593
2023-08-16,177.13,178.54,176.5,176.57,46964857
2023-08-17,177.14,177.5054,173.48,174.0,66062882
2023-08-18,172.3,175.1,171.96,174.49,61172150
2023-08-21,175.07,176.13,173.735,175.84,46311879
2023-08-22,177.06,177.68,176.25,177.23,42084245
2023-08-23,178.52,181.55,178.325,181.12,52722752
2023-08-24,180.674,181.104,176.01,176.38,54945798
2023-08-25,177.38,179.15,175.82,178.61,51449594
2023-08-28,180.09,180.59,178.545,180.19,43820697
2023-08-29,179.695,184.9,179.5,184.12,53003948
2023-08-30,184.94,187.85,184.74,187.65,60813888
2023-08-31,187.84,189.12,187.48,187.87,60794467
2023-09-01,189.485,189.92,188.28,189.46,45766503
2023-09-05,188.28,189.98,187.61,189.7,45280027
2023-09-06,188.4,188.85,181.47,182.91,81755816
2023-09-07,175.18,178.21,173.54,177.56,112488803
2023-09-08,178.35,180.239,177.79,178.18,65602066
2023-09-11,179.45,179.55,179.45,179.55,9681
2023-09-12,179.49,180.13,174.82,176.21,90370192
2023-09-13,176.51,177.3,173.98,174.21,84267928
2023-09-14,174.0,176.1,173.58,175.74,60895757
2023-09-15,176.48,176.495,173.82,175.01,109259461
2023-09-18,176.48,179.38,176.17,177.97,67257573
2023-09-19,177.52,179.63,177.13,179.07,51826941
2023-09-20,179.26,179.695,175.4,175.49,58436181
2023-09-21,174.55,176.3,173.86,173.93,63149116
2023-09-22,174.67,177.079,174.05,174.79,56725385
2023-09-25,174.2,176.97,174.15,176.08,46172740
2023-09-26,174.82,175.2,171.66,171.96,64588945
2023-09-27,172.62,173.04,169.05,170.43,66921808
2023-09-28,169.34,172.03,167.62,170.69,56294419
2023-09-29,172.02,173.07,170.341,171.21,51861083
2022-10-03,235.41,241.61,234.66,240.74,28880357
2022-10-04,245.09,250.36,244.975,248.88,34888416
2022-10-05,245.99,250.58,244.1,249.2,20347136
2022-10-06,247.93,250.34,246.08,246.79,20239886
2022-10-07,240.902,241.32,233.17,234.24,37769602
2022-10-10,233.05,234.559,226.73,229.25,29743608
2022-10-11,227.62,229.06,224.11,225.41,30473954
2022-10-12,225.4,227.86,223.96,225.75,21903937
2022-10-13,219.85,236.1,219.13,234.24,42551818
2022-10-14,235.54,237.24,228.34,228.56,30198588
2022-10-17,235.82,238.96,235.135,237.53,28142268
2022-10-18,243.24,243.93,235.37,238.5,26329591
2022-10-19,237.04,239.61,234.29,236.48,19985698
2022-10-20,235.77,241.31,234.87,236.15,21811015
2022-10-21,234.74,243.0,234.5,242.12,26299733
